Primary Cell Line Name,Compound,ActArea
IGR-39,Irinotecan,2.7698
IGROV1,Irinotecan,2.3182
IPC-298,Irinotecan,3.1056
IST-MES1,Irinotecan,2.7861
IST-MES2,Irinotecan,4.5254
JHH-2,Irinotecan,2.7736
JHH-4,Irinotecan,3.466
JHH-6,Irinotecan,0.5917
JMSU-1,Irinotecan,3.4227
JURKAT,Irinotecan,5.0107
JVM-3,Irinotecan,5.795
K029AX,Irinotecan,2.933
KALS-1,Irinotecan,2.2827
KARPAS-422,Irinotecan,3.6338
KARPAS-620,Irinotecan,2.5262
KASUMI-2,Irinotecan,4.7985
KCL-22,Irinotecan,4.4124
KE-97,Irinotecan,5.0752
KG-1,Irinotecan,2.8217
KHM-1B,Irinotecan,4.2888
KLE,Irinotecan,1.9354
KMBC-2,Irinotecan,2.1382
KMM-1,Irinotecan,3.531
KMRC-1,Irinotecan,2.3962
KMRC-2,Irinotecan,1.6298
KMS-11,Irinotecan,3.367
KMS-26,Irinotecan,4.3181
KMS-34,Irinotecan,4.8773
KNS-42,Irinotecan,2.4491
KNS-60,Irinotecan,2.9539
KNS-81,Irinotecan,2.6355
KO52,Irinotecan,4.3871
KP-1N,Irinotecan,2.1545
KP-1NL,Irinotecan,1.6959
KP-2,Irinotecan,1.234
KP-3,Irinotecan,1.5558
KP4,Irinotecan,3.2093
KP-N-SI9s,Irinotecan,5.1446
KU812,Irinotecan,2.7764
KURAMOCHI,Irinotecan,2.4941
KYSE-30,Irinotecan,2.8093
KYSE-410,Irinotecan,1.4083
KYSE-520,Irinotecan,1.2647
L3.3,Irinotecan,4.4701
L-363,Irinotecan,4.9078
L-428,Irinotecan,3.2757
LCLC-103H,Irinotecan,2.0636
LN-18,Irinotecan,2.4904
LOU-NH91,Irinotecan,3.9008
LP-1,Irinotecan,2.5387
LS513,Irinotecan,2.7359
LU99,Irinotecan,4.895
Malme-3M,Irinotecan,2.1141
MB 157,Irinotecan,3.8806
MCAS,Irinotecan,2.8648
MCF7,Irinotecan,1.7724
MDA-MB-435S,Irinotecan,3.0189
MDA-MB-453,Irinotecan,3.9137
MDA-MB-468,Irinotecan,3.8767
MEC-1,Irinotecan,4.3888
MEG-01,Irinotecan,2.651
MEL-HO,Irinotecan,3.5391
MeWo,Irinotecan,0.9154
MFE-280,Irinotecan,2.0817
MG-63,Irinotecan,2.8245
MHH-ES-1,Irinotecan,5.3433
MIA PaCa-2,Irinotecan,3.4062
Mino,Irinotecan,4.7234
MKN-45,Irinotecan,4.1061
MKN7,Irinotecan,3.4797
MKN74,Irinotecan,1.4986
MOLP-8,Irinotecan,3.8717
MOLT-16,Irinotecan,5.5993
MONO-MAC-1,Irinotecan,4.9124
MPP 89,Irinotecan,2.5822
NCI-H1048,Irinotecan,4.6028
NCI-H1092,Irinotecan,3.195
NCI-H1184,Irinotecan,4.533
NCI-H1339,Irinotecan,3.5342
NCI-H1341,Irinotecan,3.7968
NCI-H1373,Irinotecan,1.6349
NCI-H1666,Irinotecan,3.2599
NCI-H1693,Irinotecan,3.1318
NCI-H1694,Irinotecan,4.3177
NCI-H1869,Irinotecan,1.8317
NCI-H1915,Irinotecan,3.1297
NCI-H1975,Irinotecan,1.7151
NCI-H2009,Irinotecan,2.9776
NCI-H2030,Irinotecan,2.5802
NCI-H211,Irinotecan,3.8559
NCI-H2122,Irinotecan,3.6813
NCI-H2170,Irinotecan,3.5838
NCI-H2172,Irinotecan,0.9265
NCI-H2228,Irinotecan,3.0723
NCI-H2286,Irinotecan,4.9054
NCI-H2444,Irinotecan,3.0533
NCI-H2452,Irinotecan,3.7125
NCI-H322,Irinotecan,2.5264
NCI-H3255,Irinotecan,2.9401
NCI-H441,Irinotecan,3.3047
NCI-H520,Irinotecan,3.2016
NCI-H522,Irinotecan,2.9178
NCI-H661,Irinotecan,2.6998
NCI-H727,Irinotecan,1.357
NCI-H810,Irinotecan,3.0313
NCO2,Irinotecan,4.4747
NIH:OVCAR-3,Irinotecan,3.6816
NUGC-3,Irinotecan,4.6195
OC 315,Irinotecan,3.2714
OC 316,Irinotecan,3.2084
OCI-AML2,Irinotecan,4.2545
OCI-AML5,Irinotecan,4.6729
OCUM-1,Irinotecan,3.2961
OE21,Irinotecan,2.8926
OE33,Irinotecan,4.2414
ONCO-DG-1,Irinotecan,2.6162
ONS-76,Irinotecan,2.7183
OPM-2,Irinotecan,4.3124
OV-90,Irinotecan,2.8504
OVCAR-4,Irinotecan,1.8003
OVCAR-8,Irinotecan,4.2914
OVMANA,Irinotecan,2.3485
OVSAHO,Irinotecan,1.8955
OVTOKO,Irinotecan,2.6997
P12-ICHIKAWA,Irinotecan,5.5533
P31/FUJ,Irinotecan,3.9479
Panc 02.03,Irinotecan,2.7868
Panc 03.27,Irinotecan,3.4648
Panc 04.03,Irinotecan,1.7691
Panc 10.05,Irinotecan,3.5233
PC-3,Irinotecan,1.9126
PK-1,Irinotecan,3.4797
PK-45H,Irinotecan,2.0877
PK-59,Irinotecan,2.1066
PL45,Irinotecan,3.4861
PLC/PRF/5,Irinotecan,2.4007
RERF-LC-AI,Irinotecan,2.9952
RKN,Irinotecan,3.0355
RKO,Irinotecan,3.213
RL95-2,Irinotecan,2.1034
RPMI-8402,Irinotecan,5.2731
RT-112,Irinotecan,3.78
RT4,Irinotecan,3.1885
RVH-421,Irinotecan,1.1385
Saos-2,Irinotecan,3.7048
SBC-5,Irinotecan,3.3657
SCaBER,Irinotecan,2.5283
SF126,Irinotecan,3.7926
SF-295,Irinotecan,2.844
SF8657,Irinotecan,0.7244
SH-10-TC,Irinotecan,1.4957
SHP-77,Irinotecan,1.4702
SIG-M5,Irinotecan,5.4087
SIMA,Irinotecan,4.8066
SK-BR-3,Irinotecan,4.3951
SK-ES-1,Irinotecan,5.3432
SK-HEP-1,Irinotecan,1.9584
SK-LU-1,Irinotecan,2.8009
SK-MEL-2,Irinotecan,2.7765
SK-MEL-24,Irinotecan,2.8192
SK-MEL-30,Irinotecan,1.6605
SK-MEL-31,Irinotecan,1.848
SK-MEL-5,Irinotecan,3.1361
SK-MM-2,Irinotecan,1.9241
SK-N-BE(2),Irinotecan,3.6462
SK-OV-3,Irinotecan,2.4994
SNG-M,Irinotecan,2.0173
SNU-449,Irinotecan,1.6665
SU-DHL-10,Irinotecan,3.1957
SU-DHL-4,Irinotecan,4.9707
SU-DHL-6,Irinotecan,4.2453
SU-DHL-8,Irinotecan,5.546
SUIT-2,Irinotecan,3.4227
SUP-M2,Irinotecan,5.0054
SW 1271,Irinotecan,3.0324
SW 1353,Irinotecan,2.646
SW403,Irinotecan,2.8655
SW48,Irinotecan,4.33
SW480,Irinotecan,2.3517
SW579,Irinotecan,3.4352
SW620,Irinotecan,3.6838
SW 780,Irinotecan,2.3722
T24,Irinotecan,4.5191
T3M-10,Irinotecan,1.4788
T84,Irinotecan,2.2281
T98G,Irinotecan,0.8403
TC-71,Irinotecan,3.5768
TCCSUP,Irinotecan,2.4115
TE 617.T,Irinotecan,4.4324
TE-9,Irinotecan,3.8206
TEN,Irinotecan,2.7288
TOV-112D,Irinotecan,3.8142
TOV-21G,Irinotecan,2.6233
TT2609-C02,Irinotecan,3.5752
TYK-nu,Irinotecan,3.7963
U-118 MG,Irinotecan,3.0109
U-2 OS,Irinotecan,2.6425
U-87 MG,Irinotecan,1.4987
U-937,Irinotecan,3.6217
UACC-812,Irinotecan,1.7327
UM-UC-3,Irinotecan,2.6212
VMRC-RCW,Irinotecan,2.9569
VMRC-RCZ,Irinotecan,1.3083
WM1799,Irinotecan,2.4335
WM-793,Irinotecan,4.4759
WM-88,Irinotecan,3.6776
WM-983B,Irinotecan,2.4694
YKG1,Irinotecan,1.8817
ZR-75-30,Irinotecan,1.6931
1321N1,Topotecan,3.9955
22Rv1,Topotecan,3.8462
42-MG-BA,Topotecan,5.2619
5637,Topotecan,3.4983
639-V,Topotecan,4.4574
697,Topotecan,5.3689
769-P,Topotecan,3.1708
786-O,Topotecan,3.3734
8305C,Topotecan,4.0707
8505C,Topotecan,3.8954
8-MG-BA,Topotecan,3.6427
A172,Topotecan,2.649
A-204,Topotecan,2.586
A2058,Topotecan,3.1484
A-253,Topotecan,4.6056
A2780,Topotecan,4.6525
A-375,Topotecan,3.2038
A549,Topotecan,1.8717
A-673,Topotecan,5.4861
ACHN,Topotecan,3.7264
ALL-SIL,Topotecan,6.526
AMO-1,Topotecan,4.6146
AN3 CA,Topotecan,1.4581
AsPC-1,Topotecan,1.5994
AU565,Topotecan,3.8426
AZ-521,Topotecan,4.0091
B-CPAP,Topotecan,3.6587
BDCM,Topotecan,3.7961
BFTC-909,Topotecan,3.1375
BGC-823,Topotecan,1.2733
BL-41,Topotecan,4.1211
BL-70,Topotecan,4.5194
BT-20,Topotecan,2.1888
BT-474,Topotecan,0.1767
BT-549,Topotecan,4.1961
BxPC-3,Topotecan,2.8842
C2BBe1,Topotecan,1.3702
C32,Topotecan,2.2885
C3A,Topotecan,2.6169
Caki-2,Topotecan,1.1215
CAL-12T,Topotecan,1.9431
CAL 27,Topotecan,3.8619
CAL-78,Topotecan,3.1338
CAL-85-1,Topotecan,2.4477
Calu-1,Topotecan,1.9735
Calu-3,Topotecan,3.0826
Calu-6,Topotecan,3.0781
CAMA-1,Topotecan,1.0891
Capan-2,Topotecan,1.2993
CAS-1,Topotecan,1.728
CCK-81,Topotecan,2.4283
CHL-1,Topotecan,2.8476
CHP-212,Topotecan,3.3596
CI-1,Topotecan,4.9059
CMK-86,Topotecan,4.9621
COLO 201,Topotecan,3.1666
COLO 205,Topotecan,4.4189
COLO-320,Topotecan,2.5752
COLO-677,Topotecan,3.0919
COLO-678,Topotecan,1.8377
COLO-679,Topotecan,2.2206
COLO-699,Topotecan,2.4799
COLO 741,Topotecan,3.1862
COR-L105,Topotecan,1.1709
COR-L23,Topotecan,3.0968
COV318,Topotecan,2.0789
COV504,Topotecan,1.1671
Daoy,Topotecan,3.9107
DBTRG-05MG,Topotecan,3.2015
DEL,Topotecan,5.916
Detroit 562,Topotecan,1.4964
DK-MG,Topotecan,1.5358
DMS 114,Topotecan,3.1123
DOHH-2,Topotecan,5.3652
DOV13,Topotecan,3.1857
DU 145,Topotecan,2.9817
DV-90,Topotecan,3.3122
EB1,Topotecan,3.1845
EB2,Topotecan,3.6914
EBC-1,Topotecan,3.8903
EFE-184,Topotecan,1.6699
EFM-19,Topotecan,1.9984
EFO-21,Topotecan,2.5609
EFO-27,Topotecan,2.1093
EM-2,Topotecan,5.2851
EN,Topotecan,0.741
ES-2,Topotecan,4.441
ESS-1,Topotecan,6.209
F-36P,Topotecan,1.2153
FaDu,Topotecan,3.2542
FU97,Topotecan,1.564
FU-OV-1,Topotecan,0.7803
G-361,Topotecan,2.9272
G-401,Topotecan,4.0509
G-402,Topotecan,4.218
GAMG,Topotecan,1.2313
GB-1,Topotecan,4.8979
GCIY,Topotecan,1.9017
GCT,Topotecan,4.6049
GI-1,Topotecan,2.6126
GLC-82,Topotecan,1.0642
GMS-10,Topotecan,1.297
GRANTA-519,Topotecan,5.0562
H4,Topotecan,2.6745
HARA,Topotecan,3.1222
HCC1187,Topotecan,1.8545
HCC1395,Topotecan,2.5762
HCC-15,Topotecan,2.5426
HCC1569,Topotecan,0.8191
HCC1806,Topotecan,4.6446
HCC1954,Topotecan,1.2184
HCC2935,Topotecan,2.0685
HCC4006,Topotecan,1.7052
HCC-44,Topotecan,2.2173
HCC-56,Topotecan,1.5781
HCC70,Topotecan,2.4964
HCC-78,Topotecan,4.1192
HCC827,Topotecan,1.736
HCT 116,Topotecan,3.2013
HCT-15,Topotecan,2.7169
HD-MY-Z,Topotecan,5.7676
HDQ-P1,Topotecan,3.7682
HEC-151,Topotecan,3.6883
HEC-1-A,Topotecan,2.287
HEC-1-B,Topotecan,2.025
HEC-251,Topotecan,2.833
HEC-265,Topotecan,2.7943
HEC-59,Topotecan,3.4251
HEC-6,Topotecan,3.0713
HEL 92.1.7,Topotecan,2.99
Hep 3B2.1-7,Topotecan,0.7921
Hep G2,Topotecan,2.7849
Hey-A8,Topotecan,3.8241
HGC-27,Topotecan,2.186
HH,Topotecan,3.7783
HLE,Topotecan,2.7067
HLF,Topotecan,3.7109
HMC-1-8,Topotecan,2.0497
HMCB,Topotecan,3.8274
HOS,Topotecan,2.6696
HPAC,Topotecan,2.9519
HPAF-II,Topotecan,3.3008
Hs 229.T,Topotecan,1.1319
Hs 294T,Topotecan,2.4773
Hs 578T,Topotecan,1.2176
Hs 683,Topotecan,3.1158
Hs 695T,Topotecan,2.2942
Hs 729,Topotecan,3.3782
Hs 739.T,Topotecan,2.2844
Hs 746T,Topotecan,3.0074
Hs 766T,Topotecan,0.9675
Hs 840.T,Topotecan,1.7592
Hs 852.T,Topotecan,1.4231
Hs 895.T,Topotecan,1.1193
Hs 936.T,Topotecan,1.5226
Hs 939.T,Topotecan,1.5029
Hs 944.T,Topotecan,3.7638
HSC-2,Topotecan,3.8791
HT,Topotecan,4.0798
HT-1080,Topotecan,3.3672
HT-1197,Topotecan,0.7309
HT-1376,Topotecan,0.1703
HT-144,Topotecan,2.9211
HT-29,Topotecan,2.4461
HuCCT1,Topotecan,2.3615
huH-1,Topotecan,2.5865
HUP-T3,Topotecan,1.9046
HUP-T4,Topotecan,4.3506
HuT 78,Topotecan,4.0129
IA-LM,Topotecan,2.475
IGR-37,Topotecan,2.9305
IGR-39,Topotecan,2.5969
IGROV1,Topotecan,3.0213
IM95,Topotecan,2.9373
IMR-32,Topotecan,5.2822
IPC-298,Topotecan,2.6856
Ishikawa (Heraklio) 02 ER-,Topotecan,3.489
IST-MES1,Topotecan,3.464
IST-MES2,Topotecan,4.9511
J82,Topotecan,3.0246
JHH-2,Topotecan,2.203
JHH-4,Topotecan,4.2614
JHH-5,Topotecan,4.1015
JHH-6,Topotecan,0.1861
JHH-7,Topotecan,3.2097
JHOS-2,Topotecan,2.3488
JHOS-4,Topotecan,2.2804
JHUEM-2,Topotecan,4.3234
JM1,Topotecan,3.6682
JMSU-1,Topotecan,3.8976
JURKAT,Topotecan,5.3756
JVM-3,Topotecan,5.7118
K029AX,Topotecan,2.5552
KALS-1,Topotecan,2.841
KARPAS-299,Topotecan,2.6928
KARPAS-422,Topotecan,4.1392
KARPAS-620,Topotecan,2.7252
KASUMI-2,Topotecan,4.5603
KCI-MOH1,Topotecan,2.7719
KCL-22,Topotecan,4.5702
KE-39,Topotecan,1.9144
KE-97,Topotecan,5.4387
KELLY,Topotecan,3.7898
KG-1,Topotecan,2.984
KHM-1B,Topotecan,4.8473
KLE,Topotecan,1.4401
KMBC-2,Topotecan,2.1438
KMM-1,Topotecan,3.6748
KMRC-1,Topotecan,2.4108
KMRC-2,Topotecan,2.3736
KMS-11,Topotecan,2.9832
KMS-12-BM,Topotecan,3.8314
KMS-26,Topotecan,4.5726
KMS-34,Topotecan,5.0621
KNS-42,Topotecan,2.0429
KNS-60,Topotecan,3.3792
KNS-62,Topotecan,2.5993
KNS-81,Topotecan,3.0377
KO52,Topotecan,5.1368
KP-1N,Topotecan,1.8734
KP-1NL,Topotecan,1.5307
KP-2,Topotecan,1.099
KP-3,Topotecan,2.197
KP4,Topotecan,2.3036
KP-N-SI9s,Topotecan,4.8915
KU812,Topotecan,3.1619
KURAMOCHI,Topotecan,3.0771
KYM-1,Topotecan,3.4304
KYSE-140,Topotecan,2.3975
KYSE-150,Topotecan,1.5052
KYSE-180,Topotecan,3.9397
KYSE-30,Topotecan,2.9748
KYSE-410,Topotecan,0.9707
KYSE-450,Topotecan,2.1403
KYSE-510,Topotecan,4.2576
KYSE-520,Topotecan,1.2417
KYSE-70,Topotecan,3.081
L3.3,Topotecan,3.5181
L-363,Topotecan,4.9954
L-428,Topotecan,3.0798
LC-1/sq-SF,Topotecan,1.0455
LCLC-103H,Topotecan,2.2263
LN-18,Topotecan,3.3191
LN-229,Topotecan,1.7406
LOU-NH91,Topotecan,2.8967
LOX IMVI,Topotecan,4.1702
LP-1,Topotecan,2.64
LS123,Topotecan,1.307
LS411N,Topotecan,3.1476
LS513,Topotecan,4.0027
LU99,Topotecan,4.6107
LUDLU-1,Topotecan,3.9514
M059J,Topotecan,2.2186
Malme-3M,Topotecan,1.5046
MB 157,Topotecan,4.759
MC116,Topotecan,4.4146
MCAS,Topotecan,2.5156
MCF7,Topotecan,0.9251
MDA-MB-157,Topotecan,3.6195
MDA-MB-175-VII,Topotecan,1.9513
MDA-MB-415,Topotecan,1.0161
MDA-MB-435S,Topotecan,3.6949
MDA-MB-436,Topotecan,2.5255
MDA-MB-453,Topotecan,3.126
MDA-MB-468,Topotecan,3.7305
MEC-1,Topotecan,4.2652
MEG-01,Topotecan,2.9957
MEL-HO,Topotecan,2.6133
MES-SA,Topotecan,3.7506
MeWo,Topotecan,0.4341
MFE-280,Topotecan,2.3197
MFE-296,Topotecan,4.5965
MFE-319,Topotecan,2.5258
MG-63,Topotecan,3.5973
MHH-ES-1,Topotecan,6.0318
MIA PaCa-2,Topotecan,3.8799
Mino,Topotecan,4.5568
MJ,Topotecan,3.4198
MKN-45,Topotecan,4.3579
MKN7,Topotecan,3.1009
MKN74,Topotecan,2.3142
MOG-G-CCM,Topotecan,0.8864
MOLP-8,Topotecan,3.1229
MOLT-16,Topotecan,5.7389
MONO-MAC-1,Topotecan,5.6936
MOR/CPR,Topotecan,2.2823
MPP 89,Topotecan,2.5565
MSTO-211H,Topotecan,3.1705
NCI-H1048,Topotecan,5.3324
NCI-H1092,Topotecan,2.8124
NCI-H1155,Topotecan,4.8723
NCI-H1184,Topotecan,4.1958
NCI-H1299,Topotecan,3.8423
NCI-H1339,Topotecan,3.7848
NCI-H1341,Topotecan,2.9384
NCI-H1355,Topotecan,0.9215
NCI-H1373,Topotecan,1.0589
NCI-H1563,Topotecan,0.08307
NCI-H1568,Topotecan,3.7898
NCI-H1573,Topotecan,1.2867
NCI-H1581,Topotecan,2.8858
NCI-H1648,Topotecan,1.9441
NCI-H1650,Topotecan,1.4616
NCI-H1651,Topotecan,2.3495
NCI-H1666,Topotecan,2.0451
NCI-H1693,Topotecan,3.0734
NCI-H1694,Topotecan,4.8522
NCI-H1703,Topotecan,3.4943
NCI-H1792,Topotecan,1.7974
NCI-H1793,Topotecan,1.5681
NCI-H1869,Topotecan,1.5602
NCI-H1915,Topotecan,3.279
NCI-H1944,Topotecan,1.7644
NCI-H1975,Topotecan,1.6636
NCI-H2009,Topotecan,2.1728
NCI-H2023,Topotecan,2.1324
NCI-H2030,Topotecan,4.0152
NCI-H2052,Topotecan,3.4086
NCI-H2085,Topotecan,1.0246
NCI-H2087,Topotecan,4.0293
NCI-H211,Topotecan,3.8351
NCI-H2122,Topotecan,4.4313
NCI-H2170,Topotecan,4.5073
NCI-H2172,Topotecan,0.0547
NCI-H2228,Topotecan,2.8877
NCI-H226,Topotecan,2.248
NCI-H2286,Topotecan,5.3799
NCI-H23,Topotecan,3.0649
NCI-H2444,Topotecan,1.3742
NCI-H2452,Topotecan,3.3382
NCI-H28,Topotecan,1.549
NCI-H322,Topotecan,1.8001
NCI-H3255,Topotecan,1.6078
NCI-H358,Topotecan,2.0796
NCI-H441,Topotecan,2.5101
NCI-H460,Topotecan,3.151
NCI-H520,Topotecan,2.1326
NCI-H522,Topotecan,1.9146
NCI-H647,Topotecan,1.1787
NCI-H650,Topotecan,1.8313
NCI-H661,Topotecan,0.9602
NCI-H727,Topotecan,0.2574
NCI-H747,Topotecan,2.1884
NCI-H810,Topotecan,1.8683
NCI-N87,Topotecan,3.5494
NCO2,Topotecan,4.8071
NIH:OVCAR-3,Topotecan,2.0783
NUGC-3,Topotecan,4.3889
NUGC-4,Topotecan,3.955
OC 314,Topotecan,3.2347
OC 315,Topotecan,3.3351
OC 316,Topotecan,3.3175
OCI-AML2,Topotecan,4.8885
OCI-AML5,Topotecan,5.118
OCI-LY10,Topotecan,1.7151
OCUM-1,Topotecan,3.6049
OE21,Topotecan,2.622
OE33,Topotecan,3.252
ONCO-DG-1,Topotecan,2.833
ONS-76,Topotecan,3.336
OPM-2,Topotecan,3.6358
OV-90,Topotecan,2.9714
OVCAR-4,Topotecan,2.9929
OVCAR-8,Topotecan,4.034
OVMANA,Topotecan,2.4824
OVSAHO,Topotecan,1.9364
OVTOKO,Topotecan,3.5208
P12-ICHIKAWA,Topotecan,5.2524
P31/FUJ,Topotecan,3.9765
P3HR-1,Topotecan,3.0622
Panc 02.03,Topotecan,2.4189
Panc 03.27,Topotecan,3.1664
Panc 04.03,Topotecan,1.7677
Panc 10.05,Topotecan,3.3451
PA-TU-8902,Topotecan,2.263
PC-14,Topotecan,3.389
PC-3,Topotecan,1.5711
Pfeiffer,Topotecan,4.1862
PK-1,Topotecan,2.5477
PK-45H,Topotecan,0.9304
PK-59,Topotecan,2.2588
PL45,Topotecan,2.792
PLC/PRF/5,Topotecan,1.2708
PSN1,Topotecan,2.709
QGP-1,Topotecan,1.2569
Raji,Topotecan,3.4747
RD,Topotecan,2.7238
Reh,Topotecan,4.3275
RERF-GC-1B,Topotecan,3.4388
RERF-LC-AI,Topotecan,2.7835
RERF-LC-MS,Topotecan,1.2569
RKN,Topotecan,3.0453
RKO,Topotecan,3.5301
RL95-2,Topotecan,1.9966
RPMI-7951,Topotecan,3.4621
RPMI-8402,Topotecan,5.2886
RT-112,Topotecan,4.3472
RT4,Topotecan,2.83
RVH-421,Topotecan,1.22
Saos-2,Topotecan,3.5564
SBC-5,Topotecan,3.162
SCaBER,Topotecan,2.157
SCC-25,Topotecan,3.3078
SCC-9,Topotecan,2.3581
SF126,Topotecan,4.3635
SF-295,Topotecan,3.0484
SF8657,Topotecan,0.7023
SH-10-TC,Topotecan,1.5113
SHP-77,Topotecan,0.7999
SIG-M5,Topotecan,5.3778
SIMA,Topotecan,4.5036
SJRH30,Topotecan,3.5555
SJSA-1,Topotecan,3.5615
SK-BR-3,Topotecan,4.2169
SK-CO-1,Topotecan,2.2109
SK-ES-1,Topotecan,5.0616
SK-HEP-1,Topotecan,1.9181
SK-LMS-1,Topotecan,3.7843
SK-LU-1,Topotecan,3.1782
SK-MEL-2,Topotecan,1.1798
SK-MEL-24,Topotecan,1.972
SK-MEL-30,Topotecan,1.2816
SK-MEL-31,Topotecan,1.2612
SK-MEL-5,Topotecan,2.5007
SK-MES-1,Topotecan,3.7728
SK-MM-2,Topotecan,2.4981
SK-N-AS,Topotecan,3.1954
SK-N-BE(2),Topotecan,4.1463
SK-N-DZ,Topotecan,3.8043
SK-N-FI,Topotecan,1.3133
SK-N-SH,Topotecan,2.8988
SK-OV-3,Topotecan,2.0795
SNG-M,Topotecan,2.5829
SNU-1,Topotecan,3.6574
SNU-16,Topotecan,3.5655
SNU-182,Topotecan,1.3273
SNU-387,Topotecan,1.0026
SNU-398,Topotecan,3.618
SNU-423,Topotecan,0.8919
SNU-449,Topotecan,1.3044
SNU-475,Topotecan,2.5168
SNU-C2A,Topotecan,2.2119
SNU-C2B,Topotecan,3.1926
Sq-1,Topotecan,2.0749
SU.86.86,Topotecan,3.0704
SU-DHL-10,Topotecan,4.0743
SU-DHL-4,Topotecan,5.315
SU-DHL-6,Topotecan,4.0341
SU-DHL-8,Topotecan,5.4439
SUIT-2,Topotecan,3.5594
SUP-M2,Topotecan,4.3541
SUP-T1,Topotecan,4.3655
SW 1088,Topotecan,0.777
SW 1271,Topotecan,3.209
SW 1353,Topotecan,2.2859
SW1417,Topotecan,3.6728
SW 1573,Topotecan,4.6127
SW 1990,Topotecan,4.2077
SW403,Topotecan,4.7006
SW48,Topotecan,4.0017
SW480,Topotecan,2.9514
SW579,Topotecan,3.4254
SW620,Topotecan,3.5414
SW 780,Topotecan,1.975
SW 900,Topotecan,1.0695
T24,Topotecan,3.6724
T3M-10,Topotecan,0.8203
T-47D,Topotecan,1.9885
T84,Topotecan,1.1731
T98G,Topotecan,1.2564
TC-71,Topotecan,3.7927
TCCSUP,Topotecan,2.2101
TE-1,Topotecan,2.8467
TE-11,Topotecan,4.7553
TE-15,Topotecan,3.6344
TE-5,Topotecan,3.692
TE 617.T,Topotecan,4.4021
TE-9,Topotecan,4.0447
TEN,Topotecan,2.0667
Toledo,Topotecan,4.0031
TOV-112D,Topotecan,3.9431
TOV-21G,Topotecan,2.732
TT2609-C02,Topotecan,3.3499
TYK-nu,Topotecan,3.4346
U-118 MG,Topotecan,2.8569
U-2 OS,Topotecan,2.6347
U-87 MG,Topotecan,1.6427
U-937,Topotecan,3.5634
UACC-257,Topotecan,2.1144
UACC-62,Topotecan,3.8193
UACC-812,Topotecan,1.3378
UM-UC-3,Topotecan,2.4369
VMRC-LCD,Topotecan,2.2419
VMRC-RCW,Topotecan,0.233
VMRC-RCZ,Topotecan,2.0667
WM-115,Topotecan,0.8829
WM1799,Topotecan,3.0344
WM-266-4,Topotecan,3.3541
WM-793,Topotecan,3.6274
WM-88,Topotecan,2.8429
WM-983B,Topotecan,2.8592
YKG1,Topotecan,1.3881
ZR-75-1,Topotecan,3.5125
ZR-75-30,Topotecan,0.02054
1321N1,LBW242,0.251
22Rv1,LBW242,0.4906
42-MG-BA,LBW242,1.3794
5637,LBW242,0.2789
639-V,LBW242,0.0185
697,LBW242,1.4433
769-P,LBW242,0.642
786-O,LBW242,0.005701
8305C,LBW242,1.1528
8505C,LBW242,0.06463
8-MG-BA,LBW242,4.983
A172,LBW242,0.09733
A-204,LBW242,0.3017
A2058,LBW242,1.1989
A-253,LBW242,0.6914
A2780,LBW242,0.3406
A-375,LBW242,0.09724
A549,LBW242,0.2759
A-673,LBW242,1.0647
ACHN,LBW242,0.4928
ALL-SIL,LBW242,1.1325
AMO-1,LBW242,0.5586
AN3 CA,LBW242,0.7078
AsPC-1,LBW242,0.4818
AU565,LBW242,0.7937
AZ-521,LBW242,0.957
B-CPAP,LBW242,1.0364
BDCM,LBW242,0.2428
BFTC-909,LBW242,0.4923
BGC-823,LBW242,0.1382
BL-41,LBW242,0.07161
BL-70,LBW242,0.3218
BT-20,LBW242,0.4948
BT-474,LBW242,0.1639
BT-549,LBW242,1.6262
BxPC-3,LBW242,2.374
C2BBe1,LBW242,0.5307
C32,LBW242,0.4908
C3A,LBW242,1.3568
Caki-2,LBW242,0.3552
CAL-12T,LBW242,1.1054
CAL 27,LBW242,0.3061
CAL-78,LBW242,0.7028
CAL-85-1,LBW242,1.9431
Calu-1,LBW242,0.06953
Calu-3,LBW242,0.5201
Calu-6,LBW242,1.0712
CAMA-1,LBW242,0.7152
Capan-2,LBW242,0.3136
CAS-1,LBW242,0.07697
CCK-81,LBW242,0.7254
CHL-1,LBW242,0.4602
CHP-212,LBW242,2.0844
CI-1,LBW242,0.06319
CMK-86,LBW242,0.4466
COLO 201,LBW242,0.966
COLO 205,LBW242,0.6715
COLO-320,LBW242,0.1362
COLO-677,LBW242,0.7984
COLO-678,LBW242,0.5952
COLO-679,LBW242,0.1373
COLO-699,LBW242,0.3027
COLO 741,LBW242,2.4895
COR-L105,LBW242,0.2072
COR-L23,LBW242,0.2085
COV318,LBW242,0.2282
COV504,LBW242,0.3845
Daoy,LBW242,0.6428
DBTRG-05MG,LBW242,0.4507
DEL,LBW242,0.9751
Detroit 562,LBW242,0.8633
DK-MG,LBW242,0.1664
DMS 114,LBW242,1.3367
DOHH-2,LBW242,0.3809
DOV13,LBW242,0.5408
DU 145,LBW242,0.2907
DV-90,LBW242,4.2899
EB1,LBW242,1.0942
EB2,LBW242,0.591
EBC-1,LBW242,0.892
EFE-184,LBW242,0.2116
EFM-19,LBW242,2.7017
EFO-21,LBW242,0.6449
EFO-27,LBW242,0.2594
EM-2,LBW242,1.0611
EN,LBW242,0
ES-2,LBW242,1.155
ESS-1,LBW242,4.4022
F-36P,LBW242,1.2007
